no,steps,bad
6299,수동정렬 대기 압착 자동정렬 이송 세척 각인 재작업 도포 수동정렬 도포 검사 각인 각인 세척 대기 각인 이송 재작업 압착 자동정렬 세척 세척 압착 경화 경화,1
6300,자동정렬 압착 수동정렬 대기 경화 도포 세척 각인 세척 도포 대기 각인 경화 수동정렬 검사 검사 대기 도포 검사 대기 검사 경화 압착 재작업 도포 자동정렬,0
6301,자동정렬 각인 각인 각인 압착 대기 도포 경화 수동정렬 검사 경화 이송 이송 재작업 각인 수동정렬 검사 자동정렬 재작업 세척 경화 대기 도포 대기,0
6302,수동정렬 대기 대기 경화 이송 압착 도포 세척 이송 자동정렬 압착 대기 대기 검사 세척 검사 검사 압착 자동정렬 이송 경화 이송 각인 각인 각인 대기 수동정렬,1
6303,자동정렬 압착 경화 검사 각인 세척 수동정렬 각인 재작업 대기 재작업 도포 이송 자동정렬 경화 세척 세척 수동정렬 각인 검사 재작업 경화 이송,1
6304,자동정렬 세척 검사 압착 검사 검사 압착 검사 경화 압착 경화 수동정렬 압착 도포 도포 대기 세척 각인 자동정렬 대기 이송 수동정렬 경화,0
6305,자동정렬 이송 자동정렬 압착 압착 각인 경화 대기 이송 이송 재작업 수동정렬 세척 재작업 경화 세척 재작업 이송 세척 각인 압착 세척 세척 수동정렬 재작업 검사,1
6306,수동정렬 경화 수동정렬 검사 검사 자동정렬 이송 도포 압착 세척 자동정렬 각인 압착 경화 도포 도포 재작업 경화 각인 이송 도포 압착 각인 경화 검사,1
6307,자동정렬 압착 세척 검사 수동정렬 검사 경화 각인 도포 이송 재작업 세척 수동정렬 도포 검사 재작업 이송 압착 검사 자동정렬 경화 도포 이송,0
6308,자동정렬 검사 경화 검사 도포 세척 검사 자동정렬 도포 검사 각인 수동정렬 압착 압착 도포 검사 각인 압착 도포 경화 각인 수동정렬 검사,0
6309,수동정렬 검사 압착 자동정렬 검사 경화 재작업 자동정렬 경화 각인 검사 검사 대기 재작업 각인 도포 도포 이송 이송 재작업 도포 수동정렬 세척 대기,1
6310,자동정렬 도포 재작업 세척 검사 이송 이송 재작업 경화 각인 대기 수동정렬 검사 경화 각인 자동정렬 각인 도포 대기 각인 도포 세척 각인 수동정렬,0
6311,자동정렬 도포 세척 각인 세척 재작업 압착 대기 검사 경화 수동정렬 수동정렬 압착 세척 경화 검사 각인 각인 도포 재작업 도포 세척 자동정렬,0
6312,자동정렬 압착 경화 경화 압착 검사 대기 검사 도포 도포 각인 이송 도포 압착 자동정렬 도포 재작업 이송 각인 이송 경화 이송 수동정렬 수동정렬,0
6313,자동정렬 자동정렬 수동정렬 세척 도포 도포 이송 도포 경화 도포 도포 각인 대기 수동정렬 압착 압착 이송 압착 각인 이송 각인 재작업 압착,0
6314,자동정렬 재작업 경화 각인 도포 압착 각인 도포 검사 도포 도포 각인 각인 이송 검사 수동정렬 수동정렬 자동정렬 재작업 각인 도포 도포 경화 경화 대기,0
6315,자동정렬 각인 검사 각인 압착 경화 대기 세척 대기 세척 검사 세척 대기 도포 자동정렬 압착 수동정렬 각인 도포 경화 경화 도포 검사 수동정렬 세척 검사 도포 압착,0
6316,자동정렬 재작업 세척 압착 각인 각인 각인 검사 압착 재작업 재작업 압착 각인 도포 경화 수동정렬 도포 도포 수동정렬 대기 자동정렬 대기,1
6317,자동정렬 대기 압착 수동정렬 세척 세척 도포 각인 자동정렬 압착 경화 압착 도포 도포 각인 수동정렬 각인 압착 검사 대기 세척 검사 도포 각인 경화 압착,0
6318,자동정렬 수동정렬 검사 재작업 경화 재작업 도포 세척 도포 자동정렬 이송 대기 세척 세척 검사 경화 압착 검사 각인 경화 수동정렬 검사 압착 경화,0
6319,자동정렬 압착 재작업 재작업 재작업 경화 경화 압착 각인 검사 수동정렬 도포 검사 검사 재작업 검사 경화 세척 대기 압착 자동정렬 세척 세척 수동정렬 압착 재작업,1
6320,수동정렬 자동정렬 재작업 재작업 세척 도포 압착 이송 각인 재작업 도포 경화 이송 수동정렬 경화 검사 이송 대기 자동정렬 재작업 압착 검사 대기 이송 각인 세척,1
6321,자동정렬 각인 수동정렬 대기 검사 경화 대기 압착 이송 대기 자동정렬 도포 각인 검사 도포 수동정렬 이송 도포 도포 세척 도포 세척 각인 각인 재작업 검사 각인 경화,0
6322,자동정렬 대기 대기 경화 도포 각인 압착 각인 이송 이송 대기 수동정렬 대기 이송 세척 검사 대기 압착 압착 자동정렬 경화 경화 수동정렬 대기 이송 세척,0
6323,수동정렬 이송 자동정렬 도포 세척 압착 검사 검사 대기 세척 재작업 도포 검사 대기 대기 도포 경화 수동정렬 세척 각인 자동정렬 대기 압착 도포 경화 대기 대기 대기,1
6324,자동정렬 재작업 검사 경화 도포 수동정렬 각인 대기 압착 압착 검사 수동정렬 이송 압착 재작업 자동정렬 압착 각인 검사 압착 도포 각인,0
6325,수동정렬 경화 수동정렬 경화 재작업 이송 각인 대기 대기 경화 검사 이송 재작업 압착 자동정렬 각인 도포 세척 대기 경화 검사 대기 압착 각인 세척 자동정렬 재작업,1
6326,자동정렬 경화 재작업 세척 대기 세척 이송 압착 수동정렬 자동정렬 이송 수동정렬 경화 각인 경화 압착 검사 경화 압착 압착 이송 도포 압착,0
6327,자동정렬 세척 각인 압착 재작업 검사 도포 자동정렬 검사 압착 재작업 수동정렬 이송 압착 경화 압착 이송 수동정렬 경화 대기 검사 경화 각인 대기 검사,0
6328,자동정렬 재작업 경화 각인 압착 수동정렬 재작업 각인 대기 각인 자동정렬 압착 경화 각인 압착 이송 각인 도포 수동정렬 이송 경화 경화 대기 압착 각인 각인 압착,0
6329,자동정렬 경화 검사 각인 수동정렬 대기 각인 압착 세척 수동정렬 도포 도포 검사 자동정렬 대기 각인 각인 각인 검사 세척 경화 도포 각인 경화,0
6330,자동정렬 재작업 경화 세척 압착 각인 대기 수동정렬 자동정렬 각인 도포 검사 세척 이송 검사 검사 대기 이송 경화 세척 검사 각인 경화 세척 세척 대기 수동정렬 도포,0
6331,자동정렬 압착 경화 각인 압착 검사 검사 자동정렬 검사 수동정렬 도포 세척 경화 재작업 재작업 경화 경화 수동정렬 각인 세척 압착 세척 도포 검사 세척,0
6332,자동정렬 대기 수동정렬 압착 경화 세척 경화 경화 자동정렬 수동정렬 압착 대기 도포 검사 검사 도포 세척 재작업 대기 압착 도포 경화 재작업,0
6333,자동정렬 압착 대기 압착 압착 대기 대기 재작업 재작업 대기 세척 경화 세척 대기 재작업 자동정렬 수동정렬 이송 재작업 대기 대기 세척 경화 검사 수동정렬 각인 검사 세척,1
6334,자동정렬 각인 압착 각인 각인 각인 도포 각인 자동정렬 세척 이송 각인 검사 경화 세척 대기 대기 수동정렬 검사 도포 대기 도포 각인 수동정렬 경화 대기,0
6335,수동정렬 재작업 경화 도포 재작업 경화 압착 검사 대기 각인 압착 도포 자동정렬 이송 압착 검사 도포 자동정렬 수동정렬 세척 검사 각인 세척,1
6336,자동정렬 각인 수동정렬 경화 각인 압착 세척 이송 경화 이송 수동정렬 자동정렬 대기 재작업 재작업 이송 각인 세척 검사 대기 세척 대기 이송,0
6337,수동정렬 재작업 대기 세척 검사 세척 도포 경화 자동정렬 경화 세척 도포 이송 경화 자동정렬 이송 검사 경화 압착 이송 수동정렬 대기 각인 검사 도포 대기 세척 이송,1
6338,자동정렬 도포 압착 수동정렬 검사 도포 자동정렬 이송 각인 도포 경화 도포 압착 수동정렬 이송 이송 경화 압착 세척 도포 이송 각인 검사 도포 검사,0
6339,자동정렬 압착 세척 압착 검사 경화 검사 압착 세척 도포 수동정렬 이송 수동정렬 압착 대기 세척 세척 경화 검사 도포 검사 검사 자동정렬 각인 경화 대기 경화,0
6340,자동정렬 도포 이송 자동정렬 세척 이송 검사 대기 세척 재작업 도포 검사 압착 검사 재작업 이송 대기 경화 세척 수동정렬 수동정렬 각인,0
6341,자동정렬 수동정렬 검사 수동정렬 검사 이송 검사 자동정렬 경화 검사 검사 검사 이송 각인 경화 경화 검사 도포 재작업 세척 이송 세척,0
6342,자동정렬 도포 검사 수동정렬 도포 각인 압착 도포 재작업 도포 자동정렬 이송 이송 압착 검사 세척 검사 재작업 수동정렬 각인 도포 대기,0
6343,자동정렬 수동정렬 경화 재작업 검사 이송 이송 압착 각인 대기 수동정렬 대기 각인 검사 이송 세척 재작업 이송 세척 경화 이송 자동정렬 도포,0
6344,자동정렬 대기 세척 수동정렬 도포 세척 세척 경화 대기 이송 이송 이송 경화 이송 이송 자동정렬 이송 수동정렬 세척 도포 대기 이송 경화 재작업 경화 이송 대기 도포,0
6345,자동정렬 도포 이송 이송 검사 경화 세척 대기 세척 이송 검사 검사 이송 압착 이송 수동정렬 압착 각인 자동정렬 대기 이송 수동정렬 도포 대기 재작업 검사 도포 재작업,0
6346,수동정렬 수동정렬 대기 압착 도포 각인 도포 압착 자동정렬 대기 이송 검사 재작업 압착 세척 세척 경화 자동정렬 재작업 세척 도포 이송,1
6347,자동정렬 각인 재작업 세척 도포 재작업 대기 검사 수동정렬 세척 재작업 검사 각인 검사 이송 각인 각인 각인 이송 도포 자동정렬 각인 각인 수동정렬 압착,1
6348,수동정렬 세척 압착 자동정렬 세척 세척 대기 대기 이송 재작업 세척 세척 자동정렬 대기 압착 세척 도포 대기 세척 검사 수동정렬 압착 검사,1
6349,자동정렬 재작업 세척 경화 각인 검사 재작업 대기 압착 도포 자동정렬 대기 재작업 이송 압착 각인 수동정렬 재작업 검사 수동정렬 경화 경화 압착,1
6350,수동정렬 세척 자동정렬 도포 재작업 도포 검사 경화 자동정렬 도포 압착 재작업 각인 압착 수동정렬 세척 각인 재작업 대기 세척 세척 재작업,1
6351,자동정렬 수동정렬 검사 압착 자동정렬 각인 도포 도포 경화 대기 검사 이송 압착 도포 검사 대기 경화 검사 검사 압착 수동정렬 대기 압착 세척,0
6352,자동정렬 대기 자동정렬 세척 경화 수동정렬 도포 세척 압착 수동정렬 검사 경화 경화 대기 대기 재작업 재작업 검사 각인 대기 압착 도포 검사 재작업 압착,1
6353,자동정렬 세척 세척 대기 압착 자동정렬 재작업 검사 도포 각인 압착 도포 이송 검사 압착 압착 수동정렬 대기 압착 세척 세척 검사 도포 수동정렬 검사 도포,0
6354,수동정렬 각인 각인 검사 수동정렬 도포 자동정렬 각인 도포 각인 이송 자동정렬 경화 세척 도포 이송 대기 경화 도포 각인 검사 세척 각인 검사 대기 검사,1
6355,자동정렬 자동정렬 각인 압착 세척 이송 각인 압착 각인 대기 재작업 세척 대기 수동정렬 재작업 압착 수동정렬 도포 세척 경화 세척 대기,0
6356,수동정렬 검사 검사 수동정렬 각인 대기 자동정렬 세척 대기 이송 검사 검사 도포 압착 대기 이송 세척 자동정렬 검사 검사 도포 도포 세척 이송,1
6357,자동정렬 재작업 검사 대기 압착 경화 대기 자동정렬 이송 대기 재작업 이송 재작업 도포 재작업 도포 각인 압착 대기 수동정렬 압착 도포 재작업 대기 경화 수동정렬 대기 도포,1
6358,자동정렬 검사 재작업 대기 경화 검사 세척 수동정렬 도포 자동정렬 경화 경화 세척 세척 이송 대기 이송 수동정렬 도포 세척 대기 세척,0
6359,자동정렬 압착 각인 수동정렬 재작업 대기 이송 수동정렬 검사 대기 대기 압착 대기 재작업 압착 재작업 도포 검사 각인 각인 자동정렬 세척,1
6360,자동정렬 경화 각인 이송 대기 이송 경화 경화 검사 세척 대기 수동정렬 수동정렬 각인 세척 압착 자동정렬 대기 대기 재작업 압착 경화,0
6361,수동정렬 수동정렬 각인 경화 재작업 대기 대기 각인 경화 압착 경화 각인 세척 자동정렬 도포 각인 자동정렬 각인 세척 압착 이송 검사,1
6362,자동정렬 도포 대기 각인 세척 도포 검사 이송 경화 재작업 압착 대기 이송 자동정렬 경화 검사 이송 세척 수동정렬 도포 수동정렬 세척 경화 각인 세척 각인,0
6363,자동정렬 각인 압착 이송 세척 세척 각인 수동정렬 수동정렬 자동정렬 압착 각인 세척 세척 각인 경화 경화 세척 검사 도포 대기 세척 검사 대기 검사,0
6364,자동정렬 각인 압착 대기 각인 경화 검사 도포 도포 세척 도포 수동정렬 이송 압착 수동정렬 각인 경화 자동정렬 세척 이송 이송 각인 세척 세척,0
6365,수동정렬 경화 이송 세척 이송 경화 대기 검사 각인 압착 대기 각인 재작업 세척 자동정렬 압착 수동정렬 검사 자동정렬 세척 재작업 경화 검사,1
6366,자동정렬 압착 도포 세척 검사 경화 도포 수동정렬 각인 재작업 이송 압착 각인 자동정렬 대기 대기 재작업 재작업 각인 대기 재작업 도포 수동정렬,1
6367,자동정렬 대기 경화 대기 재작업 자동정렬 수동정렬 수동정렬 경화 경화 대기 이송 도포 각인 대기 세척 이송 이송 이송 경화 대기 압착 도포 도포,0
6368,자동정렬 검사 자동정렬 검사 각인 대기 이송 재작업 도포 검사 검사 각인 세척 도포 도포 수동정렬 이송 재작업 이송 경화 경화 각인 도포 수동정렬 각인,0
6369,수동정렬 각인 검사 도포 세척 재작업 재작업 세척 대기 자동정렬 자동정렬 세척 수동정렬 이송 검사 대기 재작업 대기 도포 도포 재작업 재작업 도포 이송 도포,1
6370,자동정렬 압착 이송 경화 검사 검사 재작업 이송 검사 도포 세척 경화 재작업 수동정렬 도포 수동정렬 재작업 대기 재작업 압착 이송 각인 도포 이송 경화 검사 경화 자동정렬,1
6371,수동정렬 이송 검사 세척 이송 검사 검사 검사 대기 경화 대기 대기 경화 이송 대기 이송 경화 자동정렬 수동정렬 세척 압착 자동정렬 대기 대기 세척 각인 대기,1
6372,자동정렬 이송 각인 이송 세척 세척 자동정렬 재작업 도포 각인 세척 대기 각인 재작업 재작업 수동정렬 수동정렬 이송 도포 도포 도포 각인 도포 각인 도포,1
6373,수동정렬 각인 검사 수동정렬 도포 대기 세척 각인 도포 검사 재작업 도포 자동정렬 이송 경화 경화 도포 자동정렬 세척 이송 경화 각인 검사,1
6374,자동정렬 각인 재작업 재작업 세척 경화 각인 이송 압착 세척 이송 재작업 수동정렬 이송 압착 대기 재작업 자동정렬 검사 대기 세척 수동정렬 대기 각인,1
6375,자동정렬 검사 도포 압착 압착 재작업 대기 수동정렬 경화 경화 도포 검사 수동정렬 검사 이송 검사 재작업 검사 각인 대기 경화 경화 자동정렬 도포,0
6376,자동정렬 대기 세척 이송 이송 자동정렬 재작업 대기 이송 도포 대기 도포 이송 수동정렬 도포 각인 수동정렬 도포 이송 압착 도포 대기 재작업,0
6377,자동정렬 도포 검사 경화 압착 세척 대기 경화 압착 경화 경화 세척 재작업 압착 도포 경화 대기 수동정렬 각인 자동정렬 압착 각인 재작업 검사 수동정렬 세척,0
6378,수동정렬 압착 이송 경화 세척 재작업 자동정렬 도포 도포 재작업 세척 각인 도포 각인 검사 세척 압착 각인 자동정렬 수동정렬 재작업 각인 세척 대기 재작업 이송,1
6379,자동정렬 이송 이송 이송 이송 대기 수동정렬 경화 세척 경화 대기 경화 경화 검사 경화 이송 세척 수동정렬 대기 검사 대기 검사 압착 압착 경화 자동정렬,0
6380,수동정렬 검사 도포 경화 대기 경화 재작업 각인 세척 각인 도포 이송 재작업 재작업 도포 도포 수동정렬 도포 도포 자동정렬 각인 자동정렬 재작업 압착 세척,1
6381,수동정렬 이송 도포 세척 검사 검사 대기 대기 자동정렬 각인 압착 재작업 자동정렬 검사 세척 압착 이송 수동정렬 경화 재작업 이송 재작업 도포 경화 대기 각인 세척 대기,1
6382,수동정렬 검사 각인 이송 재작업 세척 이송 이송 이송 압착 수동정렬 대기 압착 자동정렬 세척 도포 대기 압착 압착 압착 자동정렬 세척 이송,1
6383,자동정렬 이송 수동정렬 수동정렬 검사 세척 압착 압착 이송 이송 검사 재작업 대기 검사 이송 도포 압착 검사 경화 이송 각인 각인 검사 자동정렬 이송 재작업,0
6384,자동정렬 세척 검사 경화 대기 도포 각인 압착 검사 경화 압착 수동정렬 각인 재작업 재작업 수동정렬 각인 경화 자동정렬 도포 재작업 각인,1
6385,자동정렬 대기 이송 도포 압착 경화 자동정렬 이송 도포 수동정렬 도포 압착 재작업 도포 도포 경화 대기 세척 수동정렬 각인 압착 이송 검사 경화 도포 검사,0
6386,자동정렬 각인 검사 자동정렬 이송 압착 각인 이송 대기 각인 도포 압착 도포 이송 경화 도포 세척 수동정렬 수동정렬 세척 검사 세척 압착 세척 각인 세척,0
6387,자동정렬 각인 세척 도포 수동정렬 수동정렬 도포 세척 검사 세척 경화 이송 대기 세척 대기 도포 자동정렬 경화 압착 각인 재작업 압착 이송 재작업 압착 각인 대기,0
6388,자동정렬 경화 이송 검사 대기 자동정렬 압착 대기 압착 이송 세척 대기 각인 도포 경화 검사 각인 세척 각인 수동정렬 이송 수동정렬 도포,0
6389,수동정렬 검사 대기 세척 압착 세척 도포 각인 자동정렬 도포 세척 각인 압착 경화 도포 세척 자동정렬 검사 세척 이송 각인 대기 수동정렬 각인 세척,1
6390,자동정렬 세척 경화 도포 검사 세척 재작업 재작업 경화 재작업 세척 대기 압착 대기 경화 각인 자동정렬 도포 재작업 이송 수동정렬 이송 각인 수동정렬 대기,1
6391,자동정렬 압착 도포 도포 각인 각인 압착 압착 수동정렬 검사 검사 대기 세척 경화 세척 대기 수동정렬 이송 경화 압착 자동정렬 도포 경화 경화 대기 각인,0
6392,자동정렬 자동정렬 검사 수동정렬 각인 검사 경화 재작업 대기 검사 재작업 경화 세척 도포 압착 대기 대기 수동정렬 검사 대기 대기 세척 이송,0
6393,자동정렬 자동정렬 수동정렬 대기 도포 재작업 재작업 압착 재작업 경화 각인 수동정렬 압착 대기 도포 세척 재작업 각인 이송 경화 세척 재작업 이송 세척 도포 세척 도포,1
6394,자동정렬 경화 검사 대기 경화 각인 검사 경화 수동정렬 경화 대기 이송 이송 세척 각인 자동정렬 이송 경화 검사 수동정렬 대기 세척 도포 이송 압착,0
6395,자동정렬 자동정렬 압착 압착 대기 수동정렬 대기 재작업 압착 도포 경화 경화 각인 경화 검사 대기 압착 이송 대기 각인 검사 수동정렬 도포 도포 각인,0
6396,자동정렬 검사 압착 각인 각인 자동정렬 대기 압착 각인 각인 이송 대기 검사 압착 각인 경화 압착 대기 각인 세척 대기 도포 도포 압착 수동정렬 이송 도포 수동정렬,0
6397,자동정렬 압착 재작업 수동정렬 경화 경화 수동정렬 각인 경화 각인 압착 도포 각인 도포 검사 경화 각인 세척 도포 도포 경화 자동정렬 대기 재작업,0
6398,자동정렬 경화 대기 검사 재작업 자동정렬 재작업 대기 대기 경화 수동정렬 도포 재작업 이송 압착 이송 이송 재작업 세척 대기 검사 검사 수동정렬 경화 대기 대기 도포,1
6399,자동정렬 대기 도포 압착 경화 자동정렬 검사 세척 각인 도포 도포 각인 경화 수동정렬 도포 수동정렬 세척 압착 도포 도포 도포 이송,0
6400,자동정렬 경화 경화 수동정렬 각인 각인 재작업 각인 압착 세척 도포 대기 검사 경화 검사 도포 경화 재작업 재작업 세척 자동정렬 수동정렬 이송,1
6401,자동정렬 각인 검사 검사 수동정렬 검사 수동정렬 재작업 세척 각인 대기 도포 경화 각인 검사 도포 재작업 재작업 압착 검사 이송 이송 자동정렬 각인 세척 재작업 재작업,1
6402,자동정렬 세척 도포 검사 재작업 이송 수동정렬 각인 자동정렬 경화 대기 각인 검사 세척 압착 세척 검사 세척 세척 도포 수동정렬 경화 압착,0
6403,자동정렬 각인 대기 수동정렬 도포 세척 재작업 대기 대기 수동정렬 이송 대기 검사 자동정렬 각인 세척 경화 이송 이송 세척 대기 재작업 재작업 도포 대기 압착,1
6404,자동정렬 검사 도포 수동정렬 이송 자동정렬 재작업 재작업 검사 경화 각인 경화 재작업 각인 경화 대기 이송 수동정렬 검사 도포 대기 대기 각인 압착 각인 검사,1
6405,자동정렬 도포 압착 세척 자동정렬 세척 재작업 경화 수동정렬 검사 재작업 세척 검사 재작업 수동정렬 압착 도포 도포 도포 검사 각인 경화,1
6406,자동정렬 수동정렬 자동정렬 도포 이송 검사 도포 경화 세척 대기 대기 세척 대기 수동정렬 압착 재작업 압착 재작업 도포 이송 도포 세척 대기,0
6407,수동정렬 도포 각인 각인 자동정렬 이송 이송 대기 자동정렬 검사 이송 도포 재작업 검사 도포 검사 도포 이송 대기 수동정렬 이송 압착 이송 대기 경화 검사,1
6408,자동정렬 대기 대기 수동정렬 세척 경화 경화 재작업 이송 세척 이송 경화 경화 각인 재작업 도포 도포 대기 수동정렬 세척 각인 도포 각인 재작업 재작업 자동정렬 재작업,1
6409,자동정렬 세척 각인 자동정렬 검사 경화 대기 도포 압착 경화 압착 각인 수동정렬 압착 이송 압착 압착 세척 경화 각인 이송 이송 검사 수동정렬 도포 이송 검사 각인,0
6410,수동정렬 압착 재작업 도포 재작업 압착 도포 수동정렬 자동정렬 경화 압착 세척 압착 각인 경화 세척 재작업 검사 검사 대기 자동정렬 대기 대기 검사 압착 각인 각인,1
6411,자동정렬 대기 도포 자동정렬 재작업 각인 검사 수동정렬 세척 압착 이송 압착 경화 세척 세척 세척 이송 검사 재작업 검사 각인 경화 수동정렬 경화 검사,0
6412,수동정렬 경화 재작업 대기 이송 각인 경화 각인 압착 도포 세척 이송 이송 검사 각인 세척 자동정렬 각인 이송 경화 자동정렬 세척 수동정렬 세척 도포 각인 각인,1
6413,수동정렬 압착 경화 도포 각인 대기 압착 재작업 세척 재작업 경화 각인 이송 압착 검사 경화 세척 이송 자동정렬 검사 각인 압착 압착 수동정렬 자동정렬 압착 세척,1
6414,자동정렬 압착 대기 대기 재작업 각인 경화 압착 재작업 각인 자동정렬 수동정렬 경화 경화 대기 수동정렬 경화 각인 도포 대기 세척 재작업 세척 재작업 경화 도포 대기,1
6415,수동정렬 검사 도포 재작업 자동정렬 압착 수동정렬 검사 경화 경화 세척 대기 각인 각인 이송 이송 검사 압착 세척 압착 자동정렬 이송 압착 재작업 세척 세척 도포,1
6416,자동정렬 검사 세척 이송 이송 이송 수동정렬 검사 압착 압착 검사 압착 세척 재작업 경화 도포 재작업 검사 압착 자동정렬 경화 수동정렬 압착 이송,0
6417,자동정렬 각인 세척 도포 압착 대기 재작업 재작업 수동정렬 검사 검사 경화 경화 대기 수동정렬 자동정렬 압착 도포 검사 경화 세척 재작업 이송 경화 도포 압착 이송,1
6418,자동정렬 각인 재작업 수동정렬 도포 세척 압착 경화 압착 세척 경화 경화 검사 세척 도포 도포 경화 도포 수동정렬 재작업 대기 대기 자동정렬 경화 대기 대기,0
6419,자동정렬 압착 세척 수동정렬 검사 대기 이송 자동정렬 압착 각인 세척 세척 재작업 수동정렬 이송 세척 각인 경화 대기 검사 이송 도포 세척 도포,0
6420,자동정렬 수동정렬 경화 검사 각인 검사 자동정렬 대기 도포 각인 재작업 압착 수동정렬 검사 대기 도포 세척 세척 대기 도포 대기 경화 재작업,0
6421,수동정렬 압착 수동정렬 자동정렬 세척 검사 각인 세척 대기 검사 대기 압착 재작업 경화 세척 대기 검사 이송 세척 압착 대기 도포 이송 자동정렬 압착 각인,1
6422,자동정렬 대기 검사 압착 수동정렬 각인 압착 재작업 경화 압착 이송 수동정렬 각인 대기 이송 압착 압착 대기 압착 자동정렬 재작업 재작업 압착 검사 도포 각인,1
6423,자동정렬 경화 경화 도포 수동정렬 이송 세척 압착 자동정렬 검사 각인 도포 검사 검사 경화 이송 검사 이송 세척 수동정렬 각인 도포,0
6424,자동정렬 수동정렬 수동정렬 도포 각인 도포 압착 세척 세척 각인 대기 각인 도포 경화 도포 경화 각인 재작업 이송 대기 경화 경화 자동정렬 재작업 도포 압착 도포,0
6425,수동정렬 자동정렬 재작업 경화 검사 이송 재작업 도포 도포 각인 자동정렬 수동정렬 각인 이송 이송 도포 경화 대기 세척 도포 각인 이송 검사 경화 각인 경화,1
6426,자동정렬 재작업 압착 각인 도포 세척 각인 세척 세척 압착 도포 각인 수동정렬 압착 검사 이송 대기 수동정렬 재작업 경화 자동정렬 도포 경화 각인 도포 각인 도포 경화,0
6427,자동정렬 수동정렬 경화 재작업 검사 도포 검사 자동정렬 대기 이송 경화 검사 도포 수동정렬 도포 대기 각인 재작업 재작업 세척 대기 세척,1
6428,수동정렬 자동정렬 세척 대기 자동정렬 세척 대기 이송 검사 이송 도포 경화 검사 대기 경화 이송 수동정렬 재작업 검사 재작업 압착 대기 세척 이송,1
6429,수동정렬 경화 대기 검사 자동정렬 이송 세척 경화 재작업 이송 재작업 검사 도포 이송 이송 자동정렬 도포 경화 세척 이송 각인 수동정렬,1
6430,자동정렬 재작업 도포 세척 도포 이송 세척 수동정렬 이송 세척 자동정렬 압착 도포 경화 도포 검사 경화 세척 도포 각인 수동정렬 압착 재작업 이송 압착 압착 압착,0
6431,자동정렬 대기 압착 압착 수동정렬 수동정렬 검사 검사 이송 재작업 압착 경화 검사 검사 세척 대기 검사 재작업 검사 세척 검사 자동정렬 경화 세척 대기,0
6432,수동정렬 압착 세척 이송 재작업 세척 검사 검사 각인 도포 압착 경화 자동정렬 압착 압착 각인 자동정렬 재작업 검사 검사 수동정렬 각인 도포 이송,1
6433,자동정렬 세척 재작업 압착 자동정렬 수동정렬 재작업 도포 세척 재작업 도포 재작업 압착 검사 재작업 경화 압착 검사 대기 이송 수동정렬 검사,1
6434,수동정렬 대기 도포 경화 경화 도포 자동정렬 경화 도포 도포 대기 경화 도포 압착 경화 재작업 도포 이송 압착 경화 대기 압착 대기 검사 수동정렬 자동정렬 세척,1
6435,자동정렬 수동정렬 압착 재작업 압착 자동정렬 대기 검사 경화 대기 경화 세척 경화 각인 대기 경화 세척 대기 각인 대기 경화 세척 재작업 수동정렬 대기,0
6436,자동정렬 경화 검사 이송 이송 압착 세척 검사 세척 검사 자동정렬 각인 재작업 세척 압착 이송 수동정렬 재작업 압착 수동정렬 검사 압착 각인,0
6437,자동정렬 압착 대기 경화 자동정렬 경화 경화 검사 각인 대기 압착 각인 각인 도포 압착 도포 경화 압착 수동정렬 수동정렬 도포 각인 이송 이송 압착,0
6438,자동정렬 대기 도포 대기 검사 수동정렬 이송 경화 자동정렬 도포 재작업 대기 이송 대기 재작업 수동정렬 세척 대기 각인 경화 세척 각인,0
6439,수동정렬 경화 세척 경화 검사 이송 이송 경화 도포 재작업 검사 경화 경화 세척 자동정렬 세척 수동정렬 각인 세척 자동정렬 이송 세척 각인 세척 도포,1
6440,자동정렬 재작업 경화 이송 경화 대기 이송 이송 각인 압착 도포 각인 도포 세척 검사 이송 각인 자동정렬 경화 이송 수동정렬 압착 각인 검사 수동정렬 재작업,0
6441,자동정렬 대기 대기 압착 재작업 자동정렬 세척 경화 도포 수동정렬 재작업 도포 각인 압착 이송 검사 각인 재작업 도포 각인 각인 수동정렬,1
6442,수동정렬 도포 세척 검사 도포 자동정렬 이송 대기 도포 경화 압착 세척 도포 각인 경화 각인 압착 도포 자동정렬 이송 도포 수동정렬 경화 검사 도포 각인,1
6443,수동정렬 이송 이송 세척 재작업 대기 각인 도포 각인 수동정렬 각인 압착 경화 자동정렬 도포 경화 자동정렬 경화 경화 경화 각인 압착,1
6444,수동정렬 자동정렬 각인 수동정렬 도포 대기 이송 각인 세척 경화 대기 대기 세척 이송 도포 대기 검사 압착 각인 압착 재작업 각인 각인 자동정렬 대기 이송 세척,1
6445,수동정렬 검사 이송 세척 자동정렬 경화 세척 대기 대기 검사 도포 경화 각인 도포 검사 세척 자동정렬 도포 경화 압착 수동정렬 경화 검사,1
6446,자동정렬 대기 도포 검사 이송 각인 세척 재작업 압착 재작업 수동정렬 도포 대기 압착 자동정렬 대기 세척 경화 세척 압착 수동정렬 각인 각인,0
6447,자동정렬 압착 각인 대기 도포 각인 재작업 수동정렬 압착 수동정렬 검사 대기 압착 대기 자동정렬 이송 이송 세척 각인 세척 각인 압착 각인 압착,0
