no,events,accident
5296,수동 통과 복귀 대기 복귀 진입 진입 통과 자동 진입 경보 통과 수동 점검 경보 대기 복귀 점검 자동 복귀 지연 점검 통과 수동 점검 경보 해제 진입 자동 점검,1
5242,수동 진입 진입 자동 지연 수동 진입 복귀 수동 복귀 점검 자동 해제 지연 진입 경보 진입 대기 자동 해제 경보 대기 지연 대기 점검 대기,1
5155,자동 지연 진입 복귀 점검 점검 자동 점검 복귀 해제 지연 점검 진입 통과 경보 수동 복귀 자동 진입 지연 해제 수동 지연 해제 경보 진입 복귀 해제 해제 통과 지연 진입 대기 수동 해제,0
5087,자동 자동 통과 지연 수동 경보 수동 점검 점검 지연 대기 경보 지연 통과 경보 지연 진입 복귀 통과 경보 지연 수동 해제 해제 대기 자동 경보 지연 진입 점검 복귀 경보,0
5215,자동 해제 수동 점검 지연 진입 점검 복귀 통과 진입 지연 경보 진입 해제 수동 수동 지연 자동 지연 경보 복귀 자동 해제 해제,0
5065,자동 해제 복귀 대기 해제 점검 복귀 경보 해제 해제 수동 자동 수동 경보 통과 지연 점검 점검 해제 해제 자동 복귀 통과 대기 수동 경보 경보 지연 복귀 통과,0
5290,수동 통과 수동 통과 대기 점검 통과 복귀 지연 통과 통과 지연 해제 자동 수동 점검 경보 경보 대기 자동 점검 통과 진입 자동 해제 점검,1
5018,수동 해제 자동 지연 점검 진입 해제 지연 수동 자동 점검 통과 대기 복귀 자동 진입 지연 수동 대기 해제 점검 진입 대기 해제 통과,1
5336,수동 경보 통과 수동 대기 자동 해제 대기 자동 해제 지연 해제 해제 해제 복귀 통과 자동 지연 해제 점검 진입 대기 대기 복귀 수동 경보 복귀,1
5237,자동 대기 대기 통과 대기 통과 대기 지연 통과 진입 대기 해제 대기 수동 통과 수동 경보 자동 자동 복귀 복귀 수동 복귀 통과 복귀 지연 진입 복귀 지연,0
5093,자동 해제 복귀 지연 복귀 대기 해제 통과 해제 수동 통과 대기 진입 수동 대기 통과 대기 대기 진입 경보 자동 대기 해제 지연 진입 수동 지연 대기 자동 진입,0
5372,수동 해제 대기 대기 수동 점검 지연 대기 통과 경보 해제 대기 진입 대기 지연 지연 지연 대기 복귀 자동 대기 점검 경보 진입 자동 대기 경보 경보 경보 지연 자동 복귀 진입 해제 수동 대기,1
5078,수동 경보 복귀 대기 자동 대기 자동 지연 지연 경보 진입 점검 복귀 지연 지연 대기 통과 통과 복귀 대기 통과 수동 대기 지연 지연 대기 해제 복귀 경보 진입 점검 진입 수동 대기 지연 자동,1
5311,자동 자동 복귀 점검 진입 복귀 수동 지연 수동 통과 진입 복귀 통과 대기 경보 점검 지연 대기 대기 지연 지연 지연 진입 수동 자동 통과 경보 경보 지연 점검 지연 해제 지연 점검,0
5083,자동 대기 자동 점검 복귀 지연 지연 대기 수동 경보 복귀 지연 수동 통과 통과 대기 대기 복귀 해제 지연 해제 대기 대기 대기 수동 자동 진입 점검 진입 점검 진입,0
5099,자동 자동 경보 진입 자동 해제 진입 통과 해제 수동 해제 수동 진입 복귀 지연 복귀 복귀 점검 점검 지연 진입 복귀 수동 해제 경보 진입 복귀 경보 통과 경보 지연 대기 통과 경보 복귀,0
5322,수동 통과 복귀 대기 대기 지연 대기 대기 통과 자동 해제 자동 진입 복귀 수동 경보 지연 진입 지연 자동 해제 복귀 해제 진입 복귀 통과 경보 수동 지연 진입 해제 경보 점검 진입,1
5105,자동 통과 해제 점검 자동 해제 통과 해제 통과 자동 대기 점검 복귀 지연 경보 수동 지연 수동 복귀 경보 진입 점검 대기 진입 수동 통과 복귀 통과 통과,0
5354,수동 수동 복귀 자동 점검 점검 복귀 경보 복귀 대기 복귀 해제 복귀 점검 점검 해제 수동 자동 대기 자동 경보 해제 지연 통과 점검 복귀 진입 해제 지연,1
5169,자동 점검 점검 해제 점검 통과 지연 경보 진입 경보 대기 지연 대기 수동 진입 통과 경보 지연 수동 대기 수동 자동 대기 경보 해제 자동 대기,0
5337,자동 해제 경보 수동 통과 해제 복귀 복귀 해제 통과 대기 자동 경보 수동 해제 지연 통과 자동 통과 수동 경보 점검 해제 통과 지연 대기 해제 점검 진입 통과 대기 진입,0
5314,수동 진입 지연 경보 자동 통과 통과 점검 수동 점검 대기 자동 통과 대기 점검 지연 경보 통과 복귀 수동 경보 대기 지연 지연 지연 통과 대기 자동 경보 복귀 지연,1
5080,수동 점검 복귀 대기 복귀 진입 자동 대기 점검 경보 대기 자동 점검 대기 자동 수동 경보 복귀 대기 점검 진입 경보 대기 지연 수동 대기 통과,1
5399,자동 통과 대기 해제 복귀 해제 수동 점검 수동 진입 지연 자동 복귀 대기 지연 경보 통과 통과 자동 경보 대기 통과 대기 지연 경보 해제 지연 복귀 수동 대기 경보 지연,0
5019,자동 진입 수동 대기 지연 자동 통과 대기 진입 지연 수동 경보 복귀 지연 수동 경보 통과 대기 자동 대기 지연 진입 진입 대기 복귀 지연 지연 해제,0
5213,자동 지연 지연 대기 경보 수동 수동 대기 자동 통과 복귀 경보 통과 통과 해제 점검 통과 해제 복귀 점검 수동 해제 대기 자동 점검 대기 경보 복귀 복귀,0
5063,자동 복귀 진입 지연 수동 해제 통과 자동 대기 복귀 점검 수동 대기 지연 통과 해제 점검 해제 복귀 점검 진입 진입 지연 통과 복귀 진입 수동 통과 통과 진입 복귀 복귀 자동 지연,0
5067,자동 해제 대기 점검 경보 복귀 진입 수동 통과 자동 수동 경보 수동 대기 자동 해제 진입 통과 경보 통과 복귀 진입 대기 점검 지연 지연,0
5055,자동 지연 통과 수동 지연 경보 통과 복귀 지연 자동 통과 진입 경보 점검 점검 지연 통과 복귀 자동 해제 대기 대기 진입 수동 진입 수동,0
5085,자동 해제 통과 점검 자동 수동 진입 대기 대기 복귀 복귀 지연 자동 진입 점검 수동 점검 경보 복귀 복귀 점검 지연 복귀 지연 지연 해제 지연 대기 해제 대기 수동 점검,0
5352,수동 수동 자동 해제 진입 지연 점검 복귀 통과 해제 대기 점검 경보 통과 수동 점검 대기 자동 자동 점검 복귀 통과 해제 통과 통과 점검 진입 점검 진입 경보 진입,1
5179,자동 경보 복귀 수동 복귀 해제 대기 수동 통과 복귀 경보 통과 해제 지연 점검 수동 통과 진입 자동 해제 복귀 해제 해제 복귀 점검 경보 자동 진입 진입 해제 점검 대기 경보 지연 진입 점검,0
5043,자동 자동 지연 지연 해제 지연 수동 진입 복귀 진입 경보 대기 대기 대기 수동 자동 점검 대기 수동 경보 진입 경보 점검 경보,0
5324,수동 복귀 지연 점검 점검 대기 대기 수동 대기 진입 해제 복귀 지연 해제 지연 해제 경보 점검 수동 점검 점검 자동 진입 자동 진입 경보 진입 통과 해제 점검 자동 복귀 복귀 점검,1
5153,자동 점검 대기 경보 통과 통과 진입 복귀 통과 자동 경보 경보 점검 해제 해제 수동 수동 지연 수동 자동 진입 지연 점검 진입 점검 지연 진입 해제,0
5127,자동 수동 대기 경보 자동 진입 복귀 대기 점검 대기 지연 해제 점검 지연 수동 자동 해제 지연 진입 점검 해제 점검 경보 경보 통과 수동,0
5021,자동 해제 대기 지연 복귀 수동 경보 자동 점검 경보 지연 복귀 경보 점검 복귀 통과 진입 점검 진입 수동 자동 지연 대기 통과 복귀 해제 수동 복귀 복귀 대기 진입,0
5381,자동 대기 점검 통과 자동 점검 경보 해제 복귀 수동 대기 통과 해제 대기 점검 통과 수동 점검 대기 진입 해제 수동 통과 자동 경보 지연 진입 경보,0
5330,수동 자동 해제 진입 점검 지연 지연 지연 통과 점검 수동 대기 복귀 해제 자동 수동 진입 통과 점검 자동 대기 복귀 통과 대기,1
5141,자동 해제 진입 경보 점검 수동 진입 해제 경보 복귀 통과 대기 경보 지연 대기 복귀 해제 점검 자동 복귀 복귀 지연 수동 점검 자동 통과 수동,0
5255,자동 통과 통과 복귀 자동 복귀 진입 점검 대기 수동 수동 통과 지연 복귀 진입 통과 지연 점검 경보 통과 점검 해제 진입 복귀 경보 경보 경보 대기 대기 진입 경보 자동 경보 진입 수동 지연,0
5005,자동 경보 대기 통과 진입 해제 수동 자동 해제 대기 해제 자동 해제 진입 수동 점검 대기 복귀 복귀 수동 지연 대기 진입 복귀 진입 지연 복귀,0
5013,자동 자동 경보 점검 경보 대기 진입 자동 통과 통과 수동 해제 진입 진입 통과 복귀 경보 진입 해제 점검 해제 통과 통과 점검 해제 진입 수동 지연 경보 수동,0
5270,수동 수동 통과 해제 복귀 대기 해제 경보 진입 수동 자동 진입 진입 자동 복귀 지연 경보 진입 진입 통과 해제 지연 자동 점검 진입 경보,1
5059,자동 통과 수동 지연 자동 통과 대기 통과 수동 지연 지연 지연 대기 해제 대기 해제 지연 통과 경보 해제 점검 수동 대기 경보 통과 점검 점검 지연 진입 복귀 통과 진입 자동 지연 진입 경보,0
5001,자동 복귀 지연 경보 복귀 경보 복귀 해제 통과 경보 복귀 점검 경보 복귀 진입 진입 대기 대기 통과 수동 복귀 복귀 지연 점검 복귀 수동 복귀 복귀 자동 해제 자동 해제 통과 수동 진입 대기,0
5382,수동 경보 점검 복귀 지연 통과 점검 수동 점검 자동 진입 점검 대기 경보 자동 자동 지연 해제 경보 대기 통과 대기 대기 대기 지연 수동 지연 통과,1
5245,자동 진입 자동 통과 통과 경보 통과 점검 지연 통과 해제 복귀 대기 수동 수동 복귀 해제 경보 경보 수동 자동 통과 대기 복귀 복귀 지연 지연 통과 대기 진입 해제,0
5207,자동 점검 지연 점검 지연 수동 경보 해제 자동 진입 지연 수동 진입 통과 복귀 복귀 통과 점검 복귀 수동 진입 진입 자동 진입 경보,0
5384,수동 대기 자동 복귀 해제 자동 진입 복귀 대기 해제 통과 점검 진입 점검 진입 통과 복귀 점검 복귀 대기 경보 점검 통과 지연 경보 점검 통과 통과 자동 해제 대기 수동 수동 지연 경보,1
5206,수동 해제 해제 통과 지연 자동 진입 통과 해제 수동 점검 자동 대기 대기 점검 진입 복귀 점검 수동 해제 점검 대기 진입 지연 자동 대기 진입 대기 해제 점검 경보 경보 경보 복귀 진입 통과,1
5369,자동 복귀 수동 복귀 복귀 경보 통과 수동 점검 복귀 복귀 지연 지연 통과 진입 자동 자동 진입 대기 수동 진입 경보 경보 통과 경보 지연,0
5164,수동 점검 진입 대기 해제 대기 통과 통과 복귀 수동 복귀 지연 통과 진입 점검 자동 통과 수동 자동 자동 진입 경보 지연 지연 해제 통과 경보 지연,1
5373,자동 자동 통과 해제 복귀 지연 지연 대기 통과 해제 자동 경보 점검 지연 지연 대기 지연 대기 대기 진입 수동 진입 진입 수동 해제 대기 수동 대기 복귀 해제,0
5360,수동 통과 점검 복귀 지연 대기 지연 경보 진입 점검 진입 진입 경보 복귀 해제 통과 점검 통과 복귀 점검 통과 진입 자동 자동 지연 수동 진입 통과 해제 자동 경보 수동,1
5041,자동 수동 수동 지연 대기 자동 경보 수동 통과 통과 해제 점검 경보 경보 점검 대기 경보 대기 경보 해제 점검 해제 지연 자동 통과,0
5016,수동 지연 통과 진입 통과 수동 통과 해제 진입 통과 대기 경보 자동 대기 자동 통과 통과 경보 지연 자동 대기 수동 해제 지연 통과 점검 경보 점검,1
5231,자동 진입 대기 대기 통과 해제 복귀 경보 통과 해제 진입 대기 점검 경보 대기 경보 지연 통과 수동 점검 경보 통과 통과 자동 수동 대기 수동 진입 통과 점검 해제 해제 자동 통과 경보,0
5358,수동 통과 지연 수동 복귀 대기 경보 통과 통과 지연 진입 해제 진입 지연 경보 수동 진입 자동 지연 복귀 자동 자동 점검 통과 해제 해제,1
5035,자동 통과 통과 점검 통과 수동 대기 자동 해제 진입 대기 점검 자동 지연 경보 대기 복귀 수동 지연 수동 점검 점검 경보 진입 진입 통과 대기 대기 진입 점검 해제 점검 통과,0
5221,자동 점검 대기 진입 대기 복귀 수동 수동 수동 진입 진입 진입 지연 자동 통과 지연 지연 통과 경보 점검 점검 점검 지연 대기 자동,0
5379,자동 통과 지연 통과 진입 통과 점검 수동 경보 수동 대기 진입 해제 수동 자동 해제 통과 복귀 복귀 경보 경보 진입 자동 대기 점검,0
5200,수동 수동 해제 지연 경보 복귀 해제 해제 복귀 해제 경보 자동 통과 복귀 통과 자동 통과 복귀 진입 자동 해제 통과 대기 해제 복귀 지연 수동 통과 대기 복귀 지연 대기 경보 해제 통과 점검,1
5339,자동 자동 진입 대기 경보 대기 경보 지연 지연 수동 복귀 경보 복귀 지연 점검 통과 지연 자동 점검 수동 통과 경보 점검 지연 수동 복귀,0
5106,수동 수동 진입 통과 해제 지연 복귀 해제 자동 점검 대기 대기 진입 진입 지연 대기 지연 지연 통과 통과 해제 자동 수동 통과 진입 해제 대기 진입 통과 지연 해제 진입 자동,1
5089,자동 수동 경보 통과 진입 대기 대기 해제 통과 자동 통과 통과 진입 경보 해제 수동 경보 점검 대기 복귀 경보 자동 복귀 통과 복귀 해제 통과 진입 지연 경보 복귀 지연 수동,0
5185,자동 수동 통과 진입 지연 진입 진입 통과 해제 복귀 자동 경보 자동 해제 진입 수동 경보 해제 대기 수동 해제 지연 지연 진입 점검,0
5287,자동 수동 지연 해제 대기 해제 통과 경보 점검 대기 통과 대기 진입 자동 대기 대기 통과 해제 점검 진입 수동 복귀 통과 경보 자동 점검 통과 통과 해제 복귀 진입 진입 경보 진입 해제 수동,0
5387,자동 지연 지연 통과 복귀 복귀 점검 해제 경보 수동 해제 복귀 지연 통과 복귀 점검 진입 진입 해제 자동 점검 대기 복귀 경보 경보 자동 통과 수동 통과 통과 통과 대기 대기 경보 수동 점검,0
5253,자동 해제 복귀 대기 수동 해제 해제 진입 지연 진입 대기 진입 경보 수동 해제 복귀 대기 해제 수동 진입 경보 경보 지연 경보 자동 진입 경보 자동 해제 복귀 복귀 해제,0
5332,수동 통과 지연 해제 대기 점검 해제 수동 대기 자동 진입 자동 지연 점검 점검 지연 대기 해제 수동 통과 통과 자동 지연 복귀 대기 해제 경보 진입 복귀 점검 통과,1
5289,자동 대기 대기 점검 자동 점검 수동 경보 대기 지연 수동 지연 자동 대기 해제 지연 지연 수동 진입 복귀 통과 해제 복귀 진입 복귀 복귀 진입 점검 점검 점검,0
5335,자동 경보 진입 복귀 진입 통과 복귀 통과 해제 대기 해제 해제 해제 진입 수동 복귀 지연 복귀 점검 자동 수동 점검 경보 복귀 통과 자동 대기 수동 대기 복귀 지연 대기,0
5258,수동 점검 대기 진입 지연 자동 경보 통과 점검 복귀 자동 복귀 점검 통과 점검 통과 통과 점검 수동 수동 경보 통과 자동 대기 해제 점검 진입 경보 대기 지연 점검 지연 점검 대기 진입,1
5137,자동 점검 통과 복귀 해제 지연 통과 진입 자동 대기 경보 점검 수동 진입 통과 복귀 해제 수동 자동 진입 수동 지연 점검 대기 점검 대기 점검 진입 경보 지연 지연,0
5103,자동 진입 통과 지연 경보 대기 점검 점검 복귀 대기 수동 해제 경보 통과 자동 진입 진입 수동 통과 지연 자동 지연 진입 점검 통과 해제 해제 해제 통과 지연 수동 점검 해제,0
5187,자동 점검 복귀 지연 해제 복귀 자동 경보 통과 경보 수동 진입 지연 대기 대기 수동 진입 점검 수동 자동 경보 지연 해제 통과 점검,0
5091,자동 대기 경보 복귀 진입 복귀 수동 경보 통과 통과 수동 해제 자동 점검 지연 경보 대기 수동 해제 통과 복귀 해제 통과 통과 경보 진입 지연 해제 진입 해제 자동 통과,0
5301,자동 지연 경보 수동 통과 대기 통과 점검 해제 점검 해제 점검 대기 해제 점검 해제 경보 자동 점검 진입 경보 점검 자동 해제 수동 수동 통과 복귀 점검 지연 복귀 통과 복귀 진입 복귀,0
5132,수동 점검 경보 복귀 경보 자동 지연 통과 점검 통과 자동 대기 통과 지연 경보 통과 해제 진입 수동 자동 통과 지연 해제 진입 해제 수동 통과 대기 진입 지연 복귀 진입 복귀 점검 점검,1
5118,수동 진입 지연 자동 점검 진입 경보 대기 대기 해제 점검 해제 복귀 해제 복귀 해제 해제 자동 해제 해제 지연 자동 지연 해제 해제 수동 수동 복귀,1
5357,자동 해제 수동 경보 진입 자동 자동 진입 복귀 지연 수동 대기 점검 점검 지연 지연 수동 경보 복귀 경보 대기 경보 해제 해제 경보 진입,0
5017,자동 자동 점검 경보 복귀 지연 점검 수동 지연 수동 통과 지연 진입 복귀 점검 해제 경보 진입 경보 통과 진입 통과 대기 수동 진입 지연 대기 통과 해제 통과 진입 자동 통과 점검,0
5292,수동 지연 점검 대기 통과 경보 통과 점검 통과 경보 복귀 복귀 경보 자동 경보 대기 통과 진입 해제 자동 지연 수동 복귀 해제 자동 진입 지연 점검 진입 복귀 지연 복귀 수동 진입 해제 경보,1
5216,수동 자동 진입 복귀 복귀 지연 경보 자동 해제 대기 해제 자동 해제 수동 통과 수동 진입 진입 지연 진입 통과 지연 통과 경보 복귀,1
5342,수동 경보 경보 대기 지연 자동 복귀 자동 진입 경보 수동 자동 해제 경보 해제 지연 점검 경보 점검 지연 대기 대기 경보 지연 지연 진입 대기 통과 지연 해제 수동,1
5183,자동 수동 진입 자동 경보 지연 대기 복귀 대기 해제 해제 수동 수동 진입 진입 진입 경보 복귀 진입 해제 진입 경보 복귀 해제 복귀 통과 복귀 자동 지연 대기 복귀 대기 경보 점검 대기 경보,0
5234,수동 점검 자동 경보 해제 통과 점검 해제 자동 경보 점검 지연 자동 지연 복귀 수동 진입 해제 경보 경보 통과 해제 통과 수동 지연,1
5050,수동 경보 진입 경보 경보 복귀 복귀 진입 경보 대기 해제 수동 점검 경보 진입 대기 자동 복귀 통과 수동 통과 자동 지연 복귀 경보 자동 점검 지연 점검 지연 해제 해제 해제 해제 대기,1
5346,수동 해제 복귀 복귀 점검 경보 점검 복귀 점검 수동 수동 자동 통과 경보 지연 경보 지연 경보 통과 자동 자동 대기 대기 점검 대기 진입,1
5184,수동 점검 지연 진입 해제 해제 지연 점검 지연 통과 자동 통과 자동 해제 진입 해제 점검 해제 경보 지연 수동 수동 복귀 자동,1
5247,자동 해제 점검 통과 복귀 통과 복귀 수동 통과 해제 점검 자동 수동 통과 진입 해제 지연 복귀 통과 경보 수동 대기 진입 통과 복귀 경보 진입 경보 대기 자동,0
5202,수동 해제 진입 복귀 점검 경보 지연 자동 통과 자동 진입 해제 대기 자동 대기 지연 수동 점검 대기 수동 진입 통과 진입 점검,1
5109,자동 해제 복귀 경보 해제 지연 수동 진입 수동 자동 자동 지연 지연 대기 해제 점검 복귀 해제 진입 복귀 해제 지연 대기 경보 수동 지연 진입 해제,0
5143,자동 점검 지연 자동 해제 진입 대기 대기 해제 복귀 해제 점검 수동 해제 해제 경보 수동 진입 지연 대기 점검 경보 수동 복귀 복귀 자동 지연,0
5046,수동 해제 해제 수동 해제 자동 통과 복귀 점검 진입 점검 자동 해제 점검 진입 대기 점검 진입 자동 복귀 지연 통과 점검 복귀 통과 점검 수동 경보 복귀 해제 복귀 복귀 지연,1
5075,자동 통과 해제 자동 점검 통과 진입 경보 지연 해제 경보 해제 수동 진입 통과 수동 진입 해제 통과 점검 진입 점검 통과 대기 수동 진입 자동,0
5058,수동 자동 해제 수동 해제 수동 경보 진입 대기 진입 해제 복귀 대기 지연 진입 경보 복귀 대기 진입 점검 경보 자동 대기 지연 자동 해제 대기 점검 지연,1
5227,자동 자동 지연 해제 경보 통과 수동 대기 진입 지연 통과 점검 복귀 통과 경보 통과 지연 자동 수동 통과 대기 통과 점검 지연 해제 수동 대기 진입 복귀 대기 복귀 해제,0
5280,수동 점검 자동 복귀 수동 통과 자동 지연 대기 대기 점검 통과 지연 해제 지연 진입 지연 경보 수동 복귀 대기 자동 지연 해제 진입 진입 통과 점검 점검 진입 해제 대기 지연 점검 점검,1
5285,자동 자동 복귀 대기 지연 지연 통과 복귀 진입 진입 점검 자동 수동 해제 지연 복귀 해제 대기 점검 지연 대기 통과 수동 통과 해제 지연 진입 복귀 경보 수동 복귀 통과 경보 해제 해제,0
5210,수동 지연 수동 복귀 점검 수동 통과 점검 자동 자동 경보 해제 통과 진입 지연 자동 복귀 경보 대기 복귀 진입 점검 복귀 복귀,1
5323,자동 복귀 진입 경보 자동 대기 복귀 해제 지연 진입 대기 복귀 점검 복귀 지연 자동 해제 대기 수동 복귀 점검 수동 지연 해제 복귀 수동,0
5209,자동 통과 경보 진입 수동 대기 지연 통과 통과 수동 자동 지연 점검 경보 대기 복귀 통과 진입 통과 해제 대기 대기 해제 자동 통과 수동 복귀,0
5259,자동 통과 지연 통과 경보 진입 통과 진입 경보 진입 경보 자동 지연 수동 수동 진입 수동 복귀 복귀 지연 점검 점검 진입 진입 지연 자동,0
5007,자동 수동 통과 지연 지연 대기 점검 복귀 해제 통과 통과 점검 진입 해제 경보 진입 경보 복귀 자동 진입 수동 통과 진입 자동 지연 지연 진입 지연 복귀 대기 점검 해제 지연 수동,0
5305,자동 통과 진입 진입 통과 대기 진입 수동 점검 경보 자동 점검 지연 복귀 해제 대기 통과 지연 해제 점검 해제 점검 진입 통과 대기 해제 자동 복귀 수동 경보 통과 복귀 통과 지연 대기 수동,0
5189,자동 통과 수동 진입 진입 복귀 대기 지연 해제 진입 통과 해제 지연 해제 대기 대기 자동 통과 자동 수동 지연 해제 대기 수동 해제 복귀 대기 점검 통과,0
5026,수동 해제 진입 수동 복귀 해제 진입 점검 통과 대기 진입 수동 진입 복귀 자동 점검 진입 진입 통과 해제 지연 자동 경보 통과 경보 복귀 복귀 지연 자동 해제 해제 점검,1
5233,자동 경보 대기 경보 해제 경보 대기 수동 진입 진입 해제 복귀 점검 진입 자동 통과 복귀 경보 수동 수동 해제 대기 자동 복귀 경보 진입,0
5009,자동 복귀 경보 대기 경보 경보 수동 자동 지연 지연 대기 수동 해제 해제 수동 점검 해제 점검 해제 자동 지연 복귀 점검 해제 경보 해제 해제 지연 대기 통과,0
5062,수동 점검 복귀 해제 자동 점검 복귀 복귀 복귀 지연 해제 해제 해제 지연 점검 진입 점검 복귀 자동 경보 점검 진입 대기 수동 복귀 복귀 진입 복귀 수동 해제 점검 지연 자동 해제 통과,1
5031,자동 경보 점검 수동 해제 대기 복귀 수동 대기 점검 지연 대기 경보 수동 대기 대기 점검 자동 점검 통과 자동 경보 지연 통과 해제 진입,0
5388,수동 수동 해제 진입 진입 복귀 경보 대기 해제 수동 경보 자동 해제 해제 통과 진입 복귀 대기 지연 해제 자동 해제 해제 대기 자동 통과 통과 해제 경보,1
